,pipe,strat,deriv,file_id,remote_filename,exists
27,ccs,filt_global,alff,Pitt_0050042,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Pitt_0050042_alff.nii.gz,True
28,ccs,filt_global,alff,Pitt_0050045,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Pitt_0050045_alff.nii.gz,True
29,ccs,filt_global,alff,Pitt_0050044,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Pitt_0050044_alff.nii.gz,True
30,ccs,filt_global,alff,Pitt_0050047,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Pitt_0050047_alff.nii.gz,True
31,ccs,filt_global,alff,Pitt_0050046,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Pitt_0050046_alff.nii.gz,True
32,ccs,filt_global,alff,Stanford_0051189,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Stanford_0051189_alff.nii.gz,True
33,ccs,filt_global,alff,Stanford_0051188,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Stanford_0051188_alff.nii.gz,True
34,ccs,filt_global,alff,Trinity_0051142,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0051142_alff.nii.gz,True
35,ccs,filt_global,alff,Leuven_1_0050708,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050708_alff.nii.gz,True
36,ccs,filt_global,alff,Leuven_1_0050709,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050709_alff.nii.gz,True
37,ccs,filt_global,alff,Leuven_1_0050706,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050706_alff.nii.gz,True
38,ccs,filt_global,alff,Leuven_1_0050707,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050707_alff.nii.gz,True
39,ccs,filt_global,alff,Leuven_1_0050704,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050704_alff.nii.gz,True
40,ccs,filt_global,alff,Leuven_1_0050705,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050705_alff.nii.gz,True
41,ccs,filt_global,alff,Leuven_1_0050702,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050702_alff.nii.gz,True
42,ccs,filt_global,alff,Leuven_1_0050703,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050703_alff.nii.gz,True
43,ccs,filt_global,alff,Leuven_1_0050700,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050700_alff.nii.gz,True
44,ccs,filt_global,alff,Leuven_1_0050701,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050701_alff.nii.gz,True
45,ccs,filt_global,alff,NYU_0051105,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051105_alff.nii.gz,True
46,ccs,filt_global,alff,NYU_0051104,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051104_alff.nii.gz,True
47,ccs,filt_global,alff,NYU_0051107,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051107_alff.nii.gz,True
48,ccs,filt_global,alff,NYU_0051106,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051106_alff.nii.gz,True
49,ccs,filt_global,alff,NYU_0051101,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051101_alff.nii.gz,True
50,ccs,filt_global,alff,NYU_0051100,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051100_alff.nii.gz,True
51,ccs,filt_global,alff,NYU_0051103,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051103_alff.nii.gz,True
52,ccs,filt_global,alff,NYU_0051102,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051102_alff.nii.gz,True
53,ccs,filt_global,alff,KKI_0050775,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/KKI_0050775_alff.nii.gz,True
54,ccs,filt_global,alff,NYU_0051109,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/NYU_0051109_alff.nii.gz,True
55,ccs,filt_global,alff,KKI_0050782,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/KKI_0050782_alff.nii.gz,True
56,ccs,filt_global,alff,USM_0050509,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050509_alff.nii.gz,True
57,ccs,filt_global,alff,USM_0050507,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050507_alff.nii.gz,True
58,ccs,filt_global,alff,USM_0050505,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050505_alff.nii.gz,True
59,ccs,filt_global,alff,USM_0050504,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050504_alff.nii.gz,True
60,ccs,filt_global,alff,USM_0050503,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050503_alff.nii.gz,True
61,ccs,filt_global,alff,USM_0050502,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050502_alff.nii.gz,True
62,ccs,filt_global,alff,USM_0050501,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050501_alff.nii.gz,True
63,ccs,filt_global,alff,USM_0050500,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050500_alff.nii.gz,True
64,ccs,filt_global,alff,SBL_0051577,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/SBL_0051577_alff.nii.gz,True
65,ccs,filt_global,alff,USM_0050463,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050463_alff.nii.gz,True
66,ccs,filt_global,alff,USM_0050466,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050466_alff.nii.gz,True
67,ccs,filt_global,alff,USM_0050467,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050467_alff.nii.gz,True
68,ccs,filt_global,alff,USM_0050468,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050468_alff.nii.gz,True
69,ccs,filt_global,alff,USM_0050469,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/USM_0050469_alff.nii.gz,True
70,ccs,filt_global,alff,UM_2_0050428,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050428_alff.nii.gz,True
71,ccs,filt_global,alff,UM_1_0050318,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050318_alff.nii.gz,True
72,ccs,filt_global,alff,UM_1_0050319,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050319_alff.nii.gz,True
73,ccs,filt_global,alff,UM_1_0050316,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050316_alff.nii.gz,True
74,ccs,filt_global,alff,UM_1_0050317,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050317_alff.nii.gz,True
75,ccs,filt_global,alff,UM_1_0050314,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050314_alff.nii.gz,True
76,ccs,filt_global,alff,UM_1_0050315,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050315_alff.nii.gz,True
77,ccs,filt_global,alff,UM_1_0050312,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050312_alff.nii.gz,True
78,ccs,filt_global,alff,UM_2_0050426,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050426_alff.nii.gz,True
79,ccs,filt_global,alff,UM_1_0050310,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_1_0050310_alff.nii.gz,True
80,ccs,filt_global,alff,UM_2_0050424,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050424_alff.nii.gz,True
81,ccs,filt_global,alff,Leuven_2_0050730,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050730_alff.nii.gz,True
82,ccs,filt_global,alff,Leuven_2_0050731,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050731_alff.nii.gz,True
83,ccs,filt_global,alff,Leuven_2_0050732,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050732_alff.nii.gz,True
84,ccs,filt_global,alff,Leuven_2_0050733,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050733_alff.nii.gz,True
85,ccs,filt_global,alff,Leuven_2_0050735,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050735_alff.nii.gz,True
86,ccs,filt_global,alff,Leuven_2_0050736,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050736_alff.nii.gz,True
87,ccs,filt_global,alff,Leuven_2_0050737,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050737_alff.nii.gz,True
88,ccs,filt_global,alff,Leuven_2_0050738,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050738_alff.nii.gz,True
89,ccs,filt_global,alff,Leuven_2_0050739,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050739_alff.nii.gz,True
90,ccs,filt_global,alff,MaxMun_a_0051370,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/MaxMun_a_0051370_alff.nii.gz,True
91,ccs,filt_global,alff,Leuven_2_0050745,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050745_alff.nii.gz,True
92,ccs,filt_global,alff,Leuven_2_0050744,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050744_alff.nii.gz,True
93,ccs,filt_global,alff,Leuven_2_0050747,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050747_alff.nii.gz,True
94,ccs,filt_global,alff,Leuven_2_0050746,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050746_alff.nii.gz,True
95,ccs,filt_global,alff,Leuven_2_0050741,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050741_alff.nii.gz,True
96,ccs,filt_global,alff,Leuven_2_0050740,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050740_alff.nii.gz,True
97,ccs,filt_global,alff,Leuven_2_0050743,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050743_alff.nii.gz,True
98,ccs,filt_global,alff,Leuven_2_0050742,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050742_alff.nii.gz,True
99,ccs,filt_global,alff,Leuven_2_0050749,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_2_0050749_alff.nii.gz,True
100,ccs,filt_global,alff,Leuven_1_0050683,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050683_alff.nii.gz,True
101,ccs,filt_global,alff,Trinity_0050259,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050259_alff.nii.gz,True
102,ccs,filt_global,alff,Trinity_0050253,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050253_alff.nii.gz,True
103,ccs,filt_global,alff,Trinity_0050252,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050252_alff.nii.gz,True
104,ccs,filt_global,alff,Trinity_0050251,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050251_alff.nii.gz,True
105,ccs,filt_global,alff,Trinity_0050250,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050250_alff.nii.gz,True
106,ccs,filt_global,alff,Trinity_0050257,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050257_alff.nii.gz,True
107,ccs,filt_global,alff,Trinity_0050255,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050255_alff.nii.gz,True
108,ccs,filt_global,alff,Trinity_0050254,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Trinity_0050254_alff.nii.gz,True
109,ccs,filt_global,alff,UM_2_0050391,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050391_alff.nii.gz,True
110,ccs,filt_global,alff,UM_2_0050390,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050390_alff.nii.gz,True
111,ccs,filt_global,alff,KKI_0050820,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/KKI_0050820_alff.nii.gz,True
112,ccs,filt_global,alff,KKI_0050821,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/KKI_0050821_alff.nii.gz,True
113,ccs,filt_global,alff,KKI_0050826,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/KKI_0050826_alff.nii.gz,True
114,ccs,filt_global,alff,SBL_0051567,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/SBL_0051567_alff.nii.gz,True
115,ccs,filt_global,alff,UM_2_0050397,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050397_alff.nii.gz,True
116,ccs,filt_global,alff,Olin_0050115,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Olin_0050115_alff.nii.gz,True
117,ccs,filt_global,alff,UM_2_0050399,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050399_alff.nii.gz,True
118,ccs,filt_global,alff,SBL_0051568,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/SBL_0051568_alff.nii.gz,True
119,ccs,filt_global,alff,Leuven_1_0050682,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Leuven_1_0050682_alff.nii.gz,True
120,ccs,filt_global,alff,OHSU_0050166,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050166_alff.nii.gz,True
121,ccs,filt_global,alff,OHSU_0050167,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050167_alff.nii.gz,True
122,ccs,filt_global,alff,OHSU_0050164,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050164_alff.nii.gz,True
123,ccs,filt_global,alff,MaxMun_b_0051324,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/MaxMun_b_0051324_alff.nii.gz,True
124,ccs,filt_global,alff,OHSU_0050162,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050162_alff.nii.gz,True
125,ccs,filt_global,alff,OHSU_0050163,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050163_alff.nii.gz,True
126,ccs,filt_global,alff,OHSU_0050160,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050160_alff.nii.gz,True
127,ccs,filt_global,alff,OHSU_0050161,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050161_alff.nii.gz,True
128,ccs,filt_global,alff,Yale_0050555,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Yale_0050555_alff.nii.gz,True
129,ccs,filt_global,alff,Yale_0050554,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Yale_0050554_alff.nii.gz,True
130,ccs,filt_global,alff,Yale_0050557,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Yale_0050557_alff.nii.gz,True
131,ccs,filt_global,alff,UM_2_0050419,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/UM_2_0050419_alff.nii.gz,True
132,ccs,filt_global,alff,Yale_0050551,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/Yale_0050551_alff.nii.gz,True
133,ccs,filt_global,alff,OHSU_0050168,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050168_alff.nii.gz,True
134,ccs,filt_global,alff,OHSU_0050169,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/OHSU_0050169_alff.nii.gz,True
135,ccs,filt_global,alff,CMU_b_0050661,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/CMU_b_0050661_alff.nii.gz,True
136,ccs,filt_global,alff,CMU_b_0050667,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/CMU_b_0050667_alff.nii.gz,True
137,ccs,filt_global,alff,CMU_b_0050669,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/CMU_b_0050669_alff.nii.gz,True
138,ccs,filt_global,alff,SBL_0051557,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/SBL_0051557_alff.nii.gz,True
139,ccs,filt_global,alff,SBL_0051564,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/SBL_0051564_alff.nii.gz,True
140,ccs,filt_global,alff,CMU_a_0050660,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/CMU_a_0050660_alff.nii.gz,True
141,ccs,filt_global,alff,MaxMun_a_0051369,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/MaxMun_a_0051369_alff.nii.gz,True
142,ccs,filt_global,alff,CMU_a_0050663,https://s3.amazonaws.com/fcp-indi/data/Projects/ABIDE_Initiative/Outputs/ccs/filt_global/alff/CMU_a_0050663_alff.nii.gz,True
